x,y,z,color
0.34638144766625834,-0.10512233109738615,1.9149270935762326,0.09106827237274105
2.383991570471458,0.14412368682853047,9.767024592596707,-0.09742552809833663
2.0481259687920814,-1.5380791969303045,6.1427694066069645,-0.1085997140182414
0.14070097664752962,-0.4564311865196207,0.9105198903532341,0.09063383196534532
-0.8044115522043622,0.18432587811957507,1.4549360147973784,0.08559273520475194
0.02208634868755641,0.09506337798857718,14.184056668558204,0.08973727685765445
-1.8837771436399207,0.6505641053311246,5.8723831283953905,-0.02318846611068466
-0.22347974521505887,-1.5967732550469815,4.97072141349067,0.02673308933790102
-0.39544671908807216,0.9801296525390896,10.4431405809915,0.0789221217875287
0.34324024328712155,-0.3444723800100765,12.52125131465207,0.08921657561532782
-0.47156850605746264,2.002515721935716,9.376398008582996,-0.05269464912388796
2.014257974389329,1.125142998872517,8.757018493831204,-0.08918953737769837
1.1433003307542398,0.559547760183233,14.934783914952492,0.0653591359308626
1.1708288259147668,0.5464018058475659,10.662797011136021,0.06337027818285823
2.3970859198206815,0.02372366254758078,2.834990156684208,-0.10211113562124532
0.21786752012211144,0.11950464495241683,12.229589467441482,0.08975110201825415
0.3321106088722308,-0.24961391066389788,5.430116760021166,0.09040153279287443
-1.1581989145078586,1.6582999532365137,8.316453848587754,-0.044714801786708676
-0.33316791940311885,-1.6051454686404407,14.07356140541284,0.022728157573406557
0.07589898420747208,1.152781586447201,9.817008178925583,0.07534754721639839
-0.8947826825723568,0.30731654207875253,6.980695232553727,0.0845108500917191
-0.24011036598955945,-0.6279520203288711,7.269392369668636,0.08875287772484415
0.3463953447444532,-0.34811290980751064,12.527984183837265,0.08921162389842786
1.3463871343628948,-0.5008026399831985,11.49934536745452,0.0533845715168152
0.5688987722984947,-1.5005277201496912,6.566612015284548,0.037401298930377365
-0.13611639089151703,-0.6538659469650485,0.9423190711946067,0.08996874787282223
0.04617563271742006,0.0985421294321931,9.439422679137621,0.0901832678480788
-0.3793082846647029,-0.6147144326926581,14.79537297758796,0.08786788602821455
2.3048565318515704,-0.9776337270864907,14.810592538359654,-0.10726193358679573
-1.1388132496857695,-1.3891491619332186,3.281129227475965,0.013431077812855111
-0.4714798024515316,-1.6460064078943353,4.37532546289435,0.02226230543131541
2.371684488337805,0.11510494494521877,2.8864183823172613,-0.10177302980099893
-0.887600433005909,-0.0018948593657459188,12.901245720830044,0.08485543406168886
1.754169677656682,-1.7915563929637084,6.727273394978213,-0.1085642887656715
-0.3086354229248788,-0.5498895762429562,11.866519684759133,0.08782078666506869
-1.6698426562117554,-0.7887001136901762,10.638733595256907,-0.0009300607895667528
1.3080463119110106,-0.6129345576475311,11.737216528134136,0.0513724168301068
0.07335337999946809,0.16186198419555833,8.287757413008025,0.09033925933003947
0.10634366600726108,-0.5507977628647652,1.7528151445253841,0.09029936302674402
0.36879981515672544,-0.12615176203299408,8.60888711222437,0.09012288593127736
